1,,phj@gmail.com,Passwo@123,Passwo@123,LastName,FirstName,Student,9012345678,my address,my place,The UTA ID number cannot be empty,,,,,,
2,1001716988,,Passwo@123,Passwo@123,LastName,FirstName,Student,9012345678,my address,my place,,The User Name Field cannot be empty,,,,,
3,1001716988,phj@gmail.com,,Passwo@123,LastName,FirstName,Student,9012345678,my address,my place,,,Password Field cannot be Empty,passwords do not match,,,
4,1001716988,phj@gmail.com,Passwo@123,Sameer123!,LastName,FirstName,Student,9012345678,my address,my place,,,,passwords do not match,,,
5,1001716988,phj@gmail.com,Passwo@123,Passwo@123,,FirstName,Student,9012345678,my address,my place,,,,,LastName field cannot be empty,,
6,1001716988,phj@gmail.com,Passwo@123,Passwo@123,LastName,,Student,9012345678,my address,my place,,,,,,First Name field cannot be empty,
7,1001716988,phj@gmail.com,Passwo@123,Passwo@123,LastName,FirstName,Facility Manager,,my address,my place,,,,,,,The Contact number Field cannot be empty
8,100,djal@uta.edu,Sameer123!,Sameer123!,Sam,Valiah,Student,6789087646,Hyderabad,California,The UTA ID must be 10 digits,,,,,,
9,1001737722,sameer@gmail.com,Praj123!,Praj123!,Jalisatgi,Praj,Admin,7896542736,Bangalore,New York,,The User Name already Exists,,,,,
10,1002937826,sp@gmail.com,k,k,Jalisatgi,Praj,Admin,7896542736,Bangalore,New York,,,Password length must be at least 6 characters,,,,
11,1001737722,phjks@gmail.com,Cali123!,Abcdefghikals!7,Jalisatgi,Praj,Admin,7896542736,Bangalore,New York,,,,passwords do not match ,,,
12,1001737722,pg@,Cali123!,Cali123!,Jalisatgi,Praj,Admin,7896542736,Bangalore,New York,,The User Name must be at least 6 characters,,,,,
13,1001737722,prajakta12jalisatgijsdklshayjsd@gmail.com,Cali123!,Cali123!,Jalisatgi,Praj,Admin,7896542736,Bangalore,New York,,The User Name cannot exceed 30 characters,,,,,
14,1001737722,prajakta17@gmail.8co8m,Cali123!,Cali123!,Jalisatgi,Praj,Admin,7896542736,Bangalore,New York,,Invalid User Name,,,,,
15,1001737722,phjks@gmail.com,Abcdefghikals!7,Abcdefghikals!7,Jalisatgi,Praj,Admin,7896542736,Bangalore,New York,,,Password length cannot exceed 12 characters,,,,
16,1001737722,phjks@gmail.com,c Ali!123,c Ali!123,Jalisatgi,Praj,Admin,7896542736,Bangalore,New York,,,password cannot contain blank space character,,,,
17,1001737722,phjks@gmail.com,cjdlsqw,cjdlsqw,Jalisatgi,Praj,Admin,7896542736,Bangalore,New York,,,Invalid password it must contain at least 1 digit 1 lower case 1 upper case 1 special character,,,,
18,1001737722,phjks@gmail.com,Cali123!,Cali123!,prajakytredfgbhygtrfedxcvbnjkiolwhsjduixhsjlpqmazhj,Praj,Admin,7896542736,Bangalore,New York,,,,,LastName Field cannot exceed 50 characters,,
19,1001737722,phjks@gmail.com,Cali123!,Cali123!,8rajakta,Praj,Admin,7896542736,Bangalore,New York,,,,,First character must be a letter,,
20,1001737722,phjks@gmail.com,Cali123!,Cali123!,Prajakta7,Praj,Admin,7896542736,Bangalore,New York,,,,,LastName cannot have digits or special characters,,
21,1001737722,phjks@gmail.com,Cali123!,Cali123!,Jalisatgi,prajakytredfgbhygtrfedxcvbnjkiolwhsjduixhsjlpqmazhj,Admin,7896542736,Bangalore,New York,,,,,,FirstName Field cannot exceed 50 characters,
22,1001737722,phjks@gmail.com,Cali123!,Cali123!,Jalisatgi,8rajakta,Admin,7896542736,Bangalore,New York,,,,,,First character must be a letter,
23,1001737722,phjks@gmail.com,Cali123!,Cali123!,Jalisatgi,Prajakta7,Admin,7896542736,Bangalore,New York,,,,,,FirstName cannot have digits or special characters,
24,1001737722,phjks@gmail.com,Cali123!,Cali123!,Jalisatgi,Praj,Admin,512351079,Bangalore,New York,,,,,,,The Contact number must be 10 digits
25,1001737722,phjks@gmail.com,Cali123!,Cali123!,Jalisatgi,Praj,Admin,512351019@,Bangalore,New York,,,,,,,Invalid Contact number
